episode,seed,profile,tag,axis,sign,grasp_ok,lift_ok,survived,lost_at,diag_deg,off_xy0,drift,rise,margin_hand,joint_hand,grasp_step
0,89,carry,dfp32_carry,0,1.0,1,1,1,-1,1.1601520320042908,0.002174258089808661,0.0025861538845863234,0.20649126118037842,-0.00013077824133178595,5,27
1,89,carry,dfp32_carry,0,-1.0,1,1,0,59,40.28845560528276,0.012643923856221394,,0.1398972764725428,0.558859965638399,5,26
2,89,carry,dfp32_carry,1,1.0,1,1,1,-1,26.188544067543802,0.02087898228126762,0.015309183319302007,0.10773858678517079,0.5155843581940127,5,29
3,89,carry,dfp32_carry,1,-1.0,1,1,1,-1,6.8072949490675825,0.002447979805419841,0.0015697411639750002,0.15625802053528048,-0.00024278125924759308,5,24
4,89,carry,dfp32_carry,0,1.0,1,1,1,-1,18.35055976517765,0.008453869228378914,0.004314768791032935,0.12835380651332395,0.03766945332986804,5,29
5,89,carry,dfp32_carry,0,-1.0,1,1,1,-1,14.649893403019835,0.0012121381657847928,0.0010867176097611635,0.22028850453188686,0.7007071909046094,5,28
6,89,carry,dfp32_carry,1,1.0,1,1,1,-1,6.201188817411094,0.01154072793668259,0.008654906595808668,0.14785027128991346,0.03353200567420078,6,28
7,89,carry,dfp32_carry,1,-1.0,1,1,1,-1,12.357983161101302,0.011866119906898563,0.007185856555422152,0.11805510791181995,-0.00031913842874997655,5,28
8,89,carry,dfp32_carry,0,1.0,1,1,1,-1,43.2082930486973,0.009310103769830765,0.0018466053142466331,0.1305934749477855,0.11777400584974762,5,23
9,89,carry,dfp32_carry,0,-1.0,1,1,1,-1,38.449091389623476,0.014467064003443058,0.0002800916639353554,0.19306340353072537,0.7006679068503918,5,27
10,89,carry,dfp32_carry,1,1.0,1,1,1,-1,32.904675209645916,0.0024124721578361683,0.006168489303675945,0.1551496897976885,0.811569508310908,6,23
11,89,carry,dfp32_carry,1,-1.0,1,1,1,-1,38.995140786655554,0.005313845877563609,0.00959951215332462,0.13767175104484441,0.49840793992244325,5,27
12,89,carry,dfp32_carry,0,1.0,1,1,1,-1,21.712266802570028,0.018077971395378433,0.010187037530724688,0.159841224557409,0.7029406050453808,5,28
13,89,carry,dfp32_carry,0,-1.0,1,1,1,-1,35.17903759176494,0.003686179261214518,0.002332717220819928,0.20791373844999483,0.0019041679753297736,5,27
14,89,carry,dfp32_carry,1,1.0,1,1,1,-1,38.99302146221419,0.004815130070653076,0.002664451732781018,0.15056163082075935,0.5070841390466057,5,26
15,89,carry,dfp32_carry,1,-1.0,1,1,1,-1,3.1920992216160187,0.0012126147788304904,0.0017938052754659037,0.1360427534065225,0.05178719858862113,5,23
16,89,carry,dfp32_carry,0,1.0,1,1,1,-1,20.52528253180526,0.006314581462728227,0.008379167800164731,0.103950890226994,0.26333434306012515,5,27
17,89,carry,dfp32_carry,0,-1.0,1,1,1,-1,20.828771862545086,0.0009514963076060126,0.0020838184006969195,0.14867755068099842,0.6606517969924095,5,25
